 60 62  -0.3339599E-01
  7  7   0.2698513E+00 11  7  -0.6954759E-01  9  9   0.1370015E+00
 13  9  -0.7444572E-01 14  9   0.9301823E-01  7 11  -0.6954759E-01
 11 11   0.3546620E-01 16 11   0.1319612E+00  9 13  -0.7444572E-01
 13 13  -0.7639563E-01 14 13  -0.5530649E-01 18 13   0.1209281E+00
  9 14   0.9301823E-01 13 14  -0.5530649E-01 14 14   0.1239815E+00
 18 14  -0.4401807E-01 11 16   0.1319612E+00 16 16   0.6517011E-01
 19 16  -0.8056861E-01 20 16   0.1135151E+00 13 18   0.1209281E+00
 14 18  -0.4401807E-01 18 18   0.9265002E-02 22 18   0.1511350E+00
 16 19  -0.8056861E-01 19 19  -0.6178200E-01 20 19  -0.3214201E-01
 24 19   0.1350376E+00 16 20   0.1135151E+00 19 20  -0.3214201E-01
 20 20   0.8584714E-01 24 20  -0.4595531E-01 18 22   0.1511350E+00
 22 22   0.4022437E-01 25 22  -0.8274549E-01 26 22   0.1212187E+00
